item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM000461,ORD01034,PROD0109,2,13422.37,18.18
ITEM000462,ORD00927,PROD0526,2,21131.54,9.4
ITEM000463,ORD00570,PROD0434,2,19558.62,47.57
ITEM000464,ORD01183,PROD0105,2,4819.87,5.36
ITEM000465,ORD00226,PROD0247,1,92793.99,9.35
ITEM000466,ORD00059,PROD0488,5,53397.68,13.28
ITEM000467,ORD01128,PROD0087,3,22573.59,7.53
ITEM000468,ORD01029,PROD0442,5,52769.37,22.07
ITEM000469,ORD00758,PROD0101,1,20960.31,36.6
ITEM000470,ORD00866,PROD0199,3,10858.19,8.83
ITEM000471,ORD00566,PROD0543,5,61864.01,21.68
ITEM000472,ORD01396,PROD0052,2,5338.21,10.98
ITEM000473,ORD00109,PROD0037,5,21326.24,3.29
ITEM000474,ORD00207,PROD0283,2,31340.21,34.98
ITEM000475,ORD00829,PROD0402,4,29212.34,36.7
ITEM000476,ORD01417,PROD0275,4,4185.72,39.29
ITEM000477,ORD00712,PROD0295,5,46371.8,0.16
ITEM000478,ORD00380,PROD0516,5,35640.16,15.27
ITEM000479,ORD01409,PROD0245,2,9800.78,3.47
ITEM000480,ORD00384,PROD0341,4,43294.7,0.64
ITEM000481,ORD00972,PROD0439,3,40906.98,48.72
ITEM000482,ORD00158,PROD0175,1,27322.29,48.48
ITEM000483,ORD01195,PROD0002,4,31052.23,23.63
ITEM000484,ORD00093,PROD0018,5,58326.3,14.53
ITEM000485,ORD00468,PROD0538,5,6089.41,7.33
ITEM000486,ORD00193,PROD0103,3,40833.2,16.78
ITEM000487,ORD01005,PROD0360,5,66573.61,24.32
ITEM000488,ORD00747,PROD0470,1,6401.84,15.06
ITEM000489,ORD00684,PROD0531,5,40759.83,13.5
ITEM000490,ORD01064,PROD0022,2,40760.02,42.81
ITEM000491,ORD01351,PROD0146,3,4514.98,12.22
ITEM000492,ORD01426,PROD0442,3,48447.6,4.46
ITEM000493,ORD00774,PROD0111,3,76434.48,33.94
ITEM000494,ORD00921,PROD0540,2,38067.16,33.95
ITEM000495,ORD00679,PROD0401,5,56215.38,49.7
ITEM000496,ORD00634,PROD0196,1,66642.18,35.09
ITEM000497,ORD01255,PROD0126,4,34218.22,28.33
ITEM000498,ORD00711,PROD0296,1,94000.44,24.95
ITEM000499,ORD01404,PROD0151,4,12415.8,26.16
ITEM000500,ORD00594,PROD0572,2,56970.39,14.41
ITEM000501,ORD00604,PROD0016,4,35797.79,14.15
ITEM000502,ORD01215,PROD0127,1,50994.54,0.25
ITEM000503,ORD00722,PROD0001,1,40256.09,17.51
ITEM000504,ORD00581,PROD0515,5,59136.35,4.3
ITEM000505,ORD00555,PROD0147,2,21639.26,45.91
ITEM000506,ORD00596,PROD0225,1,57987.76,17.73
ITEM000507,ORD01390,PROD0396,4,70249.38,45.21
ITEM000508,ORD00536,PROD0310,5,5988.56,28.2
ITEM000509,ORD01391,PROD0331,5,52041.74,38.38
ITEM000510,ORD00513,PROD0139,4,61277.84,15.05
ITEM000511,ORD00176,PROD0305,5,38881.91,23.06
ITEM000512,ORD00376,PROD0385,4,14146.62,26.33
ITEM000513,ORD01422,PROD0321,5,48676.98,35.63
ITEM000514,ORD00960,PROD0363,4,4218.02,48.07
ITEM000515,ORD00945,PROD0029,5,19308.92,38.34
ITEM000516,ORD00182,PROD0144,5,38654.85,39.33
ITEM000517,ORD01189,PROD0525,3,508.0,27.16
ITEM000518,ORD01159,PROD0301,1,56425.89,19.63
ITEM000519,ORD00826,PROD0007,4,27509.78,43.75
ITEM000520,ORD00943,PROD0056,1,23449.54,41.49
ITEM000521,ORD01331,PROD0110,3,7582.68,41.1
ITEM000522,ORD01159,PROD0494,3,72475.7,6.07
ITEM000523,ORD01198,PROD0524,1,65877.0,25.81
ITEM000524,ORD01152,PROD0508,2,59472.14,33.78
ITEM000525,ORD00317,PROD0309,3,46985.77,46.83
ITEM000526,ORD00994,PROD0206,1,13517.28,7.65
ITEM000527,ORD00248,PROD0533,1,65923.61,5.18
ITEM000528,ORD00051,PROD0518,4,40209.42,46.3
ITEM000529,ORD00615,PROD0415,4,26789.74,41.01
ITEM000530,ORD01120,PROD0267,5,8127.21,42.97
ITEM000531,ORD01264,PROD0127,4,40795.56,1.08
ITEM000532,ORD00291,PROD0247,2,76018.93,34.98
ITEM000533,ORD00411,PROD0488,4,48213.54,33.38
ITEM000534,ORD01206,PROD0505,3,40211.76,19.56
ITEM000535,ORD01429,PROD0110,4,6841.99,21.24
ITEM000536,ORD00058,PROD0291,4,14735.33,19.47
ITEM000537,ORD01189,PROD0311,1,55315.74,44.66
ITEM000538,ORD01270,PROD0456,1,66251.76,17.74
ITEM000539,ORD00286,PROD0480,4,42839.26,49.09
ITEM000540,ORD00733,PROD0513,5,58174.41,45.13
ITEM000541,ORD01076,PROD0400,5,41169.4,32.8
ITEM000542,ORD00721,PROD0577,3,13202.67,42.93
ITEM000543,ORD00287,PROD0286,3,31093.48,3.41
ITEM000544,ORD01322,PROD0496,4,6463.64,30.29
ITEM000545,ORD00370,PROD0590,5,45251.05,26.27
ITEM000546,ORD00266,PROD0332,5,66411.92,17.4
ITEM000547,ORD01265,PROD0414,1,24564.07,42.6
ITEM000548,ORD00326,PROD0238,1,26827.76,24.97
ITEM000549,ORD01392,PROD0488,3,63193.95,49.07
ITEM000550,ORD00485,PROD0108,2,45753.19,19.2
ITEM000551,ORD00861,PROD0066,1,32865.75,5.72
ITEM000552,ORD00150,PROD0453,3,22911.78,42.03
ITEM000553,ORD00357,PROD0329,1,27685.13,18.88
ITEM000554,ORD01306,PROD0588,5,23060.9,12.62
ITEM000555,ORD00897,PROD0293,2,7408.45,8.1
ITEM000556,ORD01083,PROD0197,1,52160.47,31.46
ITEM000557,ORD01370,PROD0099,2,26659.58,7.03
ITEM000558,ORD00011,PROD0369,4,6808.86,43.22
ITEM000559,ORD00698,PROD0190,5,20279.44,41.62
ITEM000560,ORD01169,PROD0486,5,22009.44,30.92
ITEM000561,ORD01145,PROD0142,1,44744.27,31.27
ITEM000562,ORD00146,PROD0583,1,17076.49,25.86
ITEM000563,ORD00207,PROD0121,4,26807.3,30.07
ITEM000564,ORD00678,PROD0024,2,67716.0,14.49
ITEM000565,ORD00515,PROD0400,3,41335.58,43.57
ITEM000566,ORD00590,PROD0077,5,15193.48,42.66
ITEM000567,ORD01252,PROD0513,3,65824.34,2.83
ITEM000568,ORD01429,PROD0114,5,61511.57,45.87
ITEM000569,ORD00539,PROD0031,1,45218.12,13.04
ITEM000570,ORD00686,PROD0061,2,36908.57,40.84
ITEM000571,ORD00676,PROD0064,2,68136.29,40.28
ITEM000572,ORD01155,PROD0037,3,31569.23,47.5
ITEM000573,ORD01226,PROD0083,5,14268.82,6.47
ITEM000574,ORD01482,PROD0043,1,16520.53,25.38
ITEM000575,ORD01332,PROD0359,4,53088.74,39.08
ITEM000576,ORD00467,PROD0022,1,23123.69,39.09
ITEM000577,ORD00402,PROD0548,5,15560.73,34.1
ITEM000578,ORD00038,PROD0566,4,21418.57,38.28
ITEM000579,ORD01425,PROD0129,4,15590.93,27.48
ITEM000580,ORD00237,PROD0449,1,8441.78,49.13
ITEM000581,ORD00754,PROD0361,2,34562.61,45.9
ITEM000582,ORD00488,PROD0238,1,25738.39,11.36
ITEM000583,ORD01099,PROD0582,1,54933.81,0.74
ITEM000584,ORD01475,PROD0256,1,5115.49,6.34
ITEM000585,ORD00370,PROD0290,1,34016.49,30.12
ITEM000586,ORD00501,PROD0300,2,33759.59,23.94
ITEM000587,ORD00251,PROD0079,1,50208.92,27.18
ITEM000588,ORD01014,PROD0366,2,37961.47,15.14
ITEM000589,ORD00752,PROD0565,3,12464.39,12.21
ITEM000590,ORD00548,PROD0327,5,37581.95,2.7
ITEM000591,ORD00842,PROD0498,3,26706.54,45.6
ITEM000592,ORD01067,PROD0237,3,3079.01,10.54
ITEM000593,ORD00763,PROD0146,1,5775.14,34.92
ITEM000594,ORD01332,PROD0465,1,52267.97,41.82
ITEM000595,ORD00554,PROD0285,5,70428.49,41.36
ITEM000596,ORD00174,PROD0062,3,67631.32,19.2
ITEM000597,ORD00039,PROD0392,4,24369.27,11.22
ITEM000598,ORD00777,PROD0189,4,17595.26,33.02
ITEM000599,ORD00065,PROD0555,3,81262.95,45.5
ITEM000600,ORD00689,PROD0269,5,18987.2,1.37
ITEM000601,ORD01487,PROD0445,4,58706.4,46.43
ITEM000602,ORD00117,PROD0112,5,37263.04,36.06
ITEM000603,ORD01389,PROD0295,5,51761.38,28.63
ITEM000604,ORD01164,PROD0532,3,30723.94,19.06
ITEM000605,ORD00488,PROD0136,1,18740.58,34.13
ITEM000606,ORD00562,PROD0088,2,1203.27,14.79
ITEM000607,ORD01170,PROD0405,1,72805.84,18.08
ITEM000608,ORD01351,PROD0257,5,44358.6,15.34
ITEM000609,ORD01354,PROD0329,3,29830.63,22.19
ITEM000610,ORD00036,PROD0451,1,29276.11,48.29
ITEM000611,ORD00984,PROD0570,2,66246.23,28.98
ITEM000612,ORD00163,PROD0284,5,65116.76,47.66
ITEM000613,ORD00903,PROD0185,3,8983.67,13.81
ITEM000614,ORD01014,PROD0131,2,18694.22,7.35
ITEM000615,ORD01266,PROD0051,2,31998.61,1.93
ITEM000616,ORD01402,PROD0519,4,16403.09,2.1
ITEM000617,ORD01470,PROD0234,1,46619.22,49.6
ITEM000618,ORD00528,PROD0017,3,66746.46,2.24
ITEM000619,ORD00481,PROD0359,1,40592.36,22.19
ITEM000620,ORD01047,PROD0080,2,54967.56,28.52
ITEM000621,ORD01395,PROD0426,1,78252.9,43.79
ITEM000622,ORD00294,PROD0026,3,26867.08,18.01
ITEM000623,ORD00836,PROD0384,4,96824.17,14.7
ITEM000624,ORD00064,PROD0165,3,31819.99,46.52
ITEM000625,ORD01211,PROD0027,1,43381.05,40.4
ITEM000626,ORD01047,PROD0521,5,40491.08,47.0
ITEM000627,ORD00776,PROD0597,1,55607.52,7.5
ITEM000628,ORD01330,PROD0081,1,81193.19,49.62
ITEM000629,ORD01158,PROD0516,5,38861.57,36.7
ITEM000630,ORD01104,PROD0125,5,79088.93,30.36
ITEM000631,ORD01351,PROD0538,5,7288.92,13.46
ITEM000632,ORD01179,PROD0301,2,44252.21,39.95
ITEM000633,ORD00742,PROD0237,4,2409.49,48.62
ITEM000634,ORD01420,PROD0247,4,85721.51,44.01
ITEM000635,ORD00742,PROD0082,3,7104.67,3.82
ITEM000636,ORD00742,PROD0496,5,4297.42,39.32
ITEM000637,ORD00471,PROD0584,2,19433.79,12.25
ITEM000638,ORD00835,PROD0599,2,4753.76,39.79
ITEM000639,ORD00700,PROD0322,1,1555.49,21.05
ITEM000640,ORD00304,PROD0590,4,42016.99,38.63
ITEM000641,ORD00369,PROD0465,1,58382.92,20.93
ITEM000642,ORD01136,PROD0482,1,42437.76,1.7
ITEM000643,ORD00884,PROD0025,2,13917.31,6.62
ITEM000644,ORD01085,PROD0398,4,61532.89,20.12
ITEM000645,ORD01141,PROD0248,3,26448.99,44.87
ITEM000646,ORD00690,PROD0111,1,47184.31,46.04
ITEM000647,ORD00920,PROD0419,4,4444.16,21.78
ITEM000648,ORD00978,PROD0138,2,70916.81,29.48
ITEM000649,ORD01044,PROD0086,2,71881.43,29.68
ITEM000650,ORD00758,PROD0465,4,64841.89,8.84
ITEM000651,ORD01480,PROD0287,1,13250.72,24.66
ITEM000652,ORD00099,PROD0578,5,18005.26,28.99
ITEM000653,ORD00874,PROD0293,3,8360.26,37.87
ITEM000654,ORD00294,PROD0043,2,21707.73,13.91
ITEM000655,ORD01261,PROD0322,1,1872.67,8.28
ITEM000656,ORD00590,PROD0281,4,70933.39,44.27
ITEM000657,ORD00591,PROD0266,5,2507.99,46.23
ITEM000658,ORD01365,PROD0286,2,19102.1,27.61
ITEM000659,ORD01042,PROD0173,1,59385.78,1.99
ITEM000660,ORD01106,PROD0551,2,17125.9,41.63
ITEM000661,ORD00053,PROD0379,2,66992.07,47.39
ITEM000662,ORD00874,PROD0456,5,41934.3,22.69
ITEM000663,ORD00225,PROD0123,4,61425.69,24.66
ITEM000664,ORD00178,PROD0141,3,9029.31,5.82
ITEM000665,ORD00725,PROD0081,2,72583.22,16.36
ITEM000666,ORD01039,PROD0344,3,65771.68,36.78
ITEM000667,ORD01377,PROD0076,3,43769.72,1.92
ITEM000668,ORD00206,PROD0534,3,6028.82,27.91
ITEM000669,ORD01283,PROD0037,1,21035.89,29.32
ITEM000670,ORD00451,PROD0201,3,41356.28,24.23
ITEM000671,ORD00384,PROD0509,3,25623.2,31.74
ITEM000672,ORD00182,PROD0529,2,36284.09,3.36
ITEM000673,ORD01143,PROD0214,2,1084.34,34.4
ITEM000674,ORD01257,PROD0390,5,4014.98,17.44
ITEM000675,ORD01087,PROD0185,3,9321.27,43.75
ITEM000676,ORD01369,PROD0497,4,52467.8,19.61
ITEM000677,ORD00732,PROD0557,4,24383.01,10.95
ITEM000678,ORD00589,PROD0430,4,21373.27,33.12
ITEM000679,ORD00238,PROD0181,4,54210.48,33.03
ITEM000680,ORD00712,PROD0408,2,85356.65,24.19
ITEM000681,ORD01002,PROD0422,2,24908.78,13.4
ITEM000682,ORD00441,PROD0419,1,4040.17,16.16
ITEM000683,ORD01383,PROD0326,4,33141.73,22.1
ITEM000684,ORD00817,PROD0267,1,6363.89,36.41
ITEM000685,ORD00696,PROD0047,3,40540.05,11.07
ITEM000686,ORD00342,PROD0549,2,36725.51,5.52
ITEM000687,ORD01257,PROD0338,2,35624.89,1.0
ITEM000688,ORD01480,PROD0022,4,24307.1,35.24
ITEM000689,ORD00723,PROD0567,1,54517.81,25.93
ITEM000690,ORD00742,PROD0549,2,40498.75,41.91
ITEM000691,ORD00811,PROD0235,3,6938.55,45.53
ITEM000692,ORD00679,PROD0424,2,55056.39,12.44
ITEM000693,ORD00028,PROD0037,1,28331.97,26.33
ITEM000694,ORD01028,PROD0408,4,54077.81,14.15
ITEM000695,ORD00050,PROD0236,2,50840.48,37.5
ITEM000696,ORD00774,PROD0411,2,42195.79,43.83
ITEM000697,ORD00174,PROD0079,1,58880.81,35.17
ITEM000698,ORD00851,PROD0021,1,13539.51,27.08
ITEM000699,ORD00311,PROD0098,5,37809.78,9.71
ITEM000700,ORD01241,PROD0320,3,57288.93,37.17
ITEM000701,ORD00619,PROD0281,4,60845.12,13.21
ITEM000702,ORD01344,PROD0591,4,13055.07,21.48
ITEM000703,ORD00456,PROD0417,5,38293.07,14.22
ITEM000704,ORD01440,PROD0547,5,38650.02,0.86
ITEM000705,ORD01018,PROD0404,3,40470.49,35.73
ITEM000706,ORD00927,PROD0230,5,56039.8,19.87
ITEM000707,ORD00476,PROD0458,3,39658.91,5.45
ITEM000708,ORD00637,PROD0341,2,64491.95,48.79
ITEM000709,ORD00196,PROD0575,2,52894.85,47.1
ITEM000710,ORD01216,PROD0256,1,5370.39,30.82
ITEM000711,ORD00970,PROD0536,5,62587.27,2.95
ITEM000712,ORD01011,PROD0259,4,49156.53,16.89
ITEM000713,ORD00309,PROD0038,3,80314.21,29.94
ITEM000714,ORD00012,PROD0275,2,5796.0,39.73
ITEM000715,ORD01118,PROD0512,3,36724.11,11.79
ITEM000716,ORD00945,PROD0495,5,64572.3,36.98
ITEM000717,ORD00167,PROD0108,4,45075.06,18.78
ITEM000718,ORD00028,PROD0166,5,21667.73,8.31
ITEM000719,ORD00897,PROD0117,1,4476.73,24.76
ITEM000720,ORD01283,PROD0538,4,5969.16,43.71
ITEM000721,ORD00857,PROD0409,1,305.42,21.77
ITEM000722,ORD00603,PROD0278,5,17244.56,44.48
ITEM000723,ORD01155,PROD0170,2,18370.76,34.25
ITEM000724,ORD01258,PROD0381,5,24588.13,23.61
ITEM000725,ORD00432,PROD0339,2,38362.73,35.75
ITEM000726,ORD00971,PROD0011,3,50777.96,7.52
ITEM000727,ORD00138,PROD0006,3,46163.45,9.96
ITEM000728,ORD00193,PROD0551,4,21646.36,3.06
ITEM000729,ORD00960,PROD0161,1,33585.62,27.96
ITEM000730,ORD00463,PROD0354,1,11574.36,13.73
ITEM000731,ORD00873,PROD0599,3,4134.05,38.35
ITEM000732,ORD00522,PROD0575,5,68946.28,10.13
ITEM000733,ORD01214,PROD0157,1,82756.51,14.0
ITEM000734,ORD00539,PROD0578,1,11459.07,26.12
ITEM000735,ORD01321,PROD0393,3,23523.36,42.67
ITEM000736,ORD01239,PROD0284,5,69413.98,23.67
ITEM000737,ORD00345,PROD0003,2,16337.08,4.57
ITEM000738,ORD01260,PROD0151,2,9048.82,43.73
ITEM000739,ORD00663,PROD0080,1,52382.83,40.36
ITEM000740,ORD00872,PROD0484,3,6040.9,38.0
ITEM000741,ORD00494,PROD0574,4,12211.46,19.28
ITEM000742,ORD00972,PROD0364,3,1072.45,15.85
ITEM000743,ORD00161,PROD0220,2,38833.73,41.68
ITEM000744,ORD01457,PROD0147,4,23319.29,24.5
ITEM000745,ORD00514,PROD0124,5,94808.53,32.6
ITEM000746,ORD00365,PROD0026,3,30515.65,38.54
ITEM000747,ORD00709,PROD0435,2,932.62,43.81
ITEM000748,ORD00392,PROD0392,3,20493.36,37.38
ITEM000749,ORD00022,PROD0201,4,38689.57,9.74
ITEM000750,ORD01201,PROD0318,3,34436.63,18.44
ITEM000751,ORD00520,PROD0515,1,78532.92,1.68
ITEM000752,ORD00564,PROD0491,4,41098.36,34.77
ITEM000753,ORD00519,PROD0281,1,93660.24,41.17
ITEM000754,ORD01471,PROD0483,5,70664.07,24.52
ITEM000755,ORD00970,PROD0559,1,56190.96,1.44
ITEM000756,ORD01461,PROD0157,2,88700.06,6.58
ITEM000757,ORD00860,PROD0123,1,48463.15,35.53
ITEM000758,ORD00644,PROD0100,5,44862.76,42.63
ITEM000759,ORD01342,PROD0018,3,63147.11,42.41
ITEM000760,ORD00649,PROD0174,5,42036.22,18.31
ITEM000761,ORD00030,PROD0413,4,49625.99,33.48
ITEM000762,ORD00134,PROD0198,5,10472.15,13.33
ITEM000763,ORD00354,PROD0455,1,41003.85,9.93
ITEM000764,ORD01036,PROD0420,2,65560.29,42.11
ITEM000765,ORD00007,PROD0319,3,35851.59,5.89
ITEM000766,ORD00955,PROD0582,1,44390.92,23.15
ITEM000767,ORD00239,PROD0093,2,27434.15,9.28
ITEM000768,ORD01211,PROD0021,2,13857.07,10.88
ITEM000769,ORD00768,PROD0472,1,74607.14,47.16
ITEM000770,ORD00631,PROD0196,2,56691.39,18.97
ITEM000771,ORD00588,PROD0183,3,22108.08,15.78
ITEM000772,ORD00463,PROD0193,3,36111.36,8.86
ITEM000773,ORD00605,PROD0266,4,1887.34,24.49
ITEM000774,ORD01186,PROD0373,3,66692.19,26.15
ITEM000775,ORD01293,PROD0175,1,32672.63,29.26
ITEM000776,ORD00319,PROD0551,5,19968.83,35.11
ITEM000777,ORD00711,PROD0296,2,67096.38,48.42
ITEM000778,ORD01130,PROD0276,1,32977.36,10.54
ITEM000779,ORD00447,PROD0479,3,30312.85,5.76
ITEM000780,ORD01349,PROD0191,4,35548.23,29.34
ITEM000781,ORD00763,PROD0578,4,15974.99,45.06
ITEM000782,ORD00661,PROD0108,3,49064.73,0.39
ITEM000783,ORD00864,PROD0487,3,51993.73,45.15
ITEM000784,ORD00384,PROD0367,3,42712.03,27.34
ITEM000785,ORD00045,PROD0450,5,56877.19,28.8
ITEM000786,ORD00891,PROD0409,4,413.46,12.63
ITEM000787,ORD00765,PROD0346,4,22566.58,15.01
ITEM000788,ORD00480,PROD0520,1,22575.32,38.7
ITEM000789,ORD01183,PROD0411,5,25864.77,25.61
ITEM000790,ORD00616,PROD0537,2,95333.21,28.4
ITEM000791,ORD00286,PROD0134,3,48217.06,2.69
ITEM000792,ORD00186,PROD0317,2,46594.88,22.94
ITEM000793,ORD00339,PROD0472,1,66839.11,10.02
ITEM000794,ORD00353,PROD0309,3,31526.05,11.81
ITEM000795,ORD00417,PROD0448,1,60188.52,7.71
ITEM000796,ORD01138,PROD0384,1,76019.29,17.24
ITEM000797,ORD00965,PROD0564,4,71810.94,45.64
ITEM000798,ORD01369,PROD0386,4,51091.6,38.15
ITEM000799,ORD00197,PROD0397,2,63705.87,46.76
ITEM000800,ORD00819,PROD0335,3,51525.74,36.52
ITEM000801,ORD00870,PROD0404,5,26380.84,24.42
ITEM000802,ORD01202,PROD0028,2,16583.45,8.91
ITEM000803,ORD00482,PROD0378,3,50578.99,41.16
ITEM000804,ORD01251,PROD0408,1,79878.15,6.9
ITEM000805,ORD00385,PROD0046,2,32930.17,4.64
ITEM000806,ORD00787,PROD0185,4,6203.76,15.55
ITEM000807,ORD01383,PROD0493,1,18036.54,47.75
ITEM000808,ORD00368,PROD0168,4,72630.02,41.71
ITEM000809,ORD00953,PROD0085,3,22521.37,5.07
ITEM000810,ORD00829,PROD0013,2,54329.33,28.73
ITEM000811,ORD00787,PROD0466,1,66197.57,48.0
ITEM000812,ORD00823,PROD0433,1,32796.46,12.93
ITEM000813,ORD01299,PROD0119,5,85358.63,45.41
ITEM000814,ORD01029,PROD0382,4,39240.96,42.21
ITEM000815,ORD00748,PROD0115,2,39371.37,26.59
ITEM000816,ORD00786,PROD0082,2,4898.76,47.41
ITEM000817,ORD01450,PROD0265,2,43433.83,30.73
ITEM000818,ORD00932,PROD0446,1,54885.1,1.99
ITEM000819,ORD01003,PROD0472,3,45213.59,29.97
ITEM000820,ORD00757,PROD0259,4,49990.09,14.81
ITEM000821,ORD00049,PROD0556,3,5864.89,17.84
ITEM000822,ORD00036,PROD0458,3,35477.81,1.78
ITEM000823,ORD00229,PROD0366,1,39960.69,19.81
ITEM000824,ORD00359,PROD0087,5,17974.76,36.34
ITEM000825,ORD01297,PROD0506,4,14445.66,17.27
ITEM000826,ORD00939,PROD0250,5,76976.57,2.03
ITEM000827,ORD00669,PROD0382,1,27773.0,48.84
ITEM000828,ORD01307,PROD0104,4,6241.31,36.27
ITEM000829,ORD00692,PROD0310,4,6340.17,9.2
ITEM000830,ORD00527,PROD0082,4,8717.57,39.68
ITEM000831,ORD01170,PROD0268,3,26942.5,26.96
ITEM000832,ORD00500,PROD0051,3,42984.0,10.76
ITEM000833,ORD00895,PROD0282,2,41888.43,33.57
ITEM000834,ORD01239,PROD0409,2,382.12,13.63
ITEM000835,ORD00834,PROD0213,1,24910.31,32.86
ITEM000836,ORD00563,PROD0274,4,24794.85,48.79
ITEM000837,ORD00652,PROD0100,2,43287.66,35.45
ITEM000838,ORD00453,PROD0066,5,27058.69,35.6
ITEM000839,ORD00944,PROD0431,5,16448.71,19.45
ITEM000840,ORD01143,PROD0013,3,55089.68,17.32
ITEM000841,ORD00911,PROD0156,4,46408.06,24.95
ITEM000842,ORD01091,PROD0175,4,22232.91,1.61
ITEM000843,ORD01171,PROD0081,4,66401.69,17.26
ITEM000844,ORD00426,PROD0543,3,55028.64,37.54
ITEM000845,ORD00925,PROD0479,1,33322.02,29.25
ITEM000846,ORD01279,PROD0361,5,36514.58,49.79
ITEM000847,ORD00048,PROD0291,5,21584.33,49.48
ITEM000848,ORD00769,PROD0551,2,22306.84,47.44
ITEM000849,ORD00253,PROD0100,4,43092.63,49.61
ITEM000850,ORD01169,PROD0297,2,66584.76,38.34
ITEM000851,ORD00822,PROD0564,4,58848.53,10.89
ITEM000852,ORD01228,PROD0286,3,28876.67,31.51
ITEM000853,ORD01361,PROD0326,5,36104.45,19.61
ITEM000854,ORD00828,PROD0507,4,58227.8,46.23
ITEM000855,ORD00322,PROD0182,4,25960.96,26.63
ITEM000856,ORD00685,PROD0476,2,52892.4,4.92
ITEM000857,ORD01189,PROD0429,4,12282.61,31.82
ITEM000858,ORD01268,PROD0230,2,46718.98,25.17
ITEM000859,ORD00165,PROD0585,4,51384.09,16.25
ITEM000860,ORD00512,PROD0171,5,50197.36,34.22
ITEM000861,ORD00759,PROD0024,5,69776.58,32.71
ITEM000862,ORD01131,PROD0524,2,70970.21,8.07
ITEM000863,ORD00756,PROD0246,2,55257.79,35.64
ITEM000864,ORD00410,PROD0331,2,57921.21,44.72
ITEM000865,ORD00424,PROD0592,4,16690.06,34.18
ITEM000866,ORD00909,PROD0248,2,43285.13,25.01
ITEM000867,ORD00228,PROD0340,2,39150.42,36.1
ITEM000868,ORD00144,PROD0008,1,31673.22,20.32
ITEM000869,ORD01065,PROD0482,4,40674.56,20.85
ITEM000870,ORD00533,PROD0551,1,27008.41,30.35
ITEM000871,ORD01094,PROD0025,4,10714.25,36.3
ITEM000872,ORD00600,PROD0408,1,67809.44,35.83
ITEM000873,ORD01048,PROD0451,4,34840.97,5.18
ITEM000874,ORD00538,PROD0594,1,86750.29,18.32
ITEM000875,ORD01345,PROD0348,2,57436.7,39.78
ITEM000876,ORD00431,PROD0271,1,63243.04,34.69
ITEM000877,ORD00939,PROD0504,2,76880.39,17.12
ITEM000878,ORD01412,PROD0456,3,62497.0,34.98
ITEM000879,ORD01164,PROD0282,5,35151.16,7.0
ITEM000880,ORD01069,PROD0296,1,61899.91,18.54
ITEM000881,ORD00743,PROD0299,3,79897.25,7.92
ITEM000882,ORD01299,PROD0313,4,85663.87,33.66
ITEM000883,ORD00317,PROD0132,2,2032.84,42.96
ITEM000884,ORD00527,PROD0234,1,44457.92,29.16
ITEM000885,ORD00304,PROD0599,1,3853.54,36.06
ITEM000886,ORD01059,PROD0416,4,28086.2,8.52
ITEM000887,ORD00705,PROD0160,5,35265.57,15.71
ITEM000888,ORD00767,PROD0388,4,14112.23,43.54
ITEM000889,ORD00988,PROD0180,4,19656.37,0.71
ITEM000890,ORD00133,PROD0351,2,56107.6,11.22
ITEM000891,ORD00570,PROD0123,2,45935.34,22.97
ITEM000892,ORD01308,PROD0013,5,74743.04,37.07
ITEM000893,ORD00745,PROD0034,4,18835.23,47.6
ITEM000894,ORD01040,PROD0069,3,898.74,26.74
ITEM000895,ORD01102,PROD0082,1,6651.04,26.15
ITEM000896,ORD00502,PROD0263,2,23335.41,32.54
ITEM000897,ORD00502,PROD0234,4,30015.16,48.97
ITEM000898,ORD00545,PROD0566,3,22077.74,9.5
ITEM000899,ORD00131,PROD0136,5,19015.67,10.39
ITEM000900,ORD00500,PROD0600,5,16899.49,4.91
ITEM000901,ORD00105,PROD0327,1,30895.61,5.82
ITEM000902,ORD00171,PROD0488,2,42150.89,29.47
ITEM000903,ORD01226,PROD0499,3,40359.15,29.09
ITEM000904,ORD00229,PROD0454,2,45175.83,31.75
ITEM000905,ORD00935,PROD0001,3,54000.08,30.07
ITEM000906,ORD01009,PROD0181,3,43037.06,25.71
ITEM000907,ORD01322,PROD0307,3,51203.02,12.45
ITEM000908,ORD00564,PROD0575,5,56635.55,22.0
ITEM000909,ORD00374,PROD0500,1,25592.14,48.72
ITEM000910,ORD00964,PROD0508,2,57631.4,38.02
ITEM000911,ORD01379,PROD0312,1,62593.18,22.16
ITEM000912,ORD01307,PROD0552,2,7752.06,5.44
ITEM000913,ORD00475,PROD0219,3,63273.08,16.0
ITEM000914,ORD01087,PROD0484,1,7555.06,46.38
ITEM000915,ORD00431,PROD0585,2,36646.57,9.6
ITEM000916,ORD00812,PROD0176,2,1426.73,7.86
ITEM000917,ORD01058,PROD0486,5,28113.8,38.99
ITEM000918,ORD00552,PROD0235,3,5809.38,42.81
ITEM000919,ORD00622,PROD0380,2,57116.02,36.34
ITEM000920,ORD00646,PROD0461,3,70784.55,19.68
ITEM000921,ORD00855,PROD0006,4,30657.37,20.44
ITEM000922,ORD01323,PROD0144,4,36116.68,0.97
ITEM000923,ORD01443,PROD0208,2,31750.89,12.8
ITEM000924,ORD00765,PROD0025,3,10378.87,19.12
ITEM000925,ORD01143,PROD0574,2,15419.16,30.88
