order_id,customer_id,order_date,status,region_code
ORD00390,CUST0149,2026-01-02 08:32:27,RETURNED,WEST
ORD00391,CUST0091,2025-02-19 18:32:46,DELIVERED,SOUTH
ORD00392,CUST0380,2025-03-04 04:02:55,RETURNED,NORTH
ORD00393,CUST0394,2025-11-08 04:33:41,RETURNED,CENTRAL
ORD00394,CUST0294,2026-07-07 17:17:38,RETURNED,NORTH
ORD00395,CUST0180,2026-05-13 07:53:42,CANCELLED,WEST
ORD00396,CUST0011,2025-06-06 16:05:43,RETURNED,EAST
ORD00397,CUST0200,2025-01-27 02:31:25,RETURNED,CENTRAL
ORD00398,CUST0529,2026-06-27 12:02:48,SHIPPED,CENTRAL
ORD00399,CUST0174,2026-06-08 12:43:30,PLACED,EAST
ORD00400,CUST0245,2026-05-24 18:26:29,PLACED,SOUTH
ORD00401,CUST0089,2025-08-03 07:50:09,CANCELLED,EAST
ORD00402,CUST0405,2025-11-11 22:09:13,RETURNED,SOUTH
ORD00403,CUST0531,2025-01-12 22:27:09,PLACED,NORTH
ORD00404,CUST0563,2025-08-09 23:20:54,RETURNED,CENTRAL
ORD00405,CUST0357,2025-09-27 21:24:18,DELIVERED,SOUTH
ORD00406,CUST0200,2025-12-20 05:19:20,CANCELLED,CENTRAL
ORD00407,CUST0005,2025-07-22 19:23:48,SHIPPED,WEST
ORD00408,CUST0519,2025-03-24 16:39:02,RETURNED,NORTH
ORD00409,CUST0516,2025-08-17 13:15:05,DELIVERED,NORTH
ORD00410,CUST0526,2025-07-20 03:45:10,RETURNED,CENTRAL
ORD00411,CUST0257,2026-06-24 04:40:27,CANCELLED,WEST
ORD00412,CUST0577,2026-01-11 15:30:52,SHIPPED,EAST
ORD00413,CUST0470,2026-06-14 09:50:44,CANCELLED,CENTRAL
ORD00414,CUST0029,2026-01-10 08:34:30,PLACED,EAST
ORD00415,CUST0070,2025-10-25 05:32:46,SHIPPED,SOUTH
ORD00416,CUST0324,2025-11-17 08:10:38,DELIVERED,CENTRAL
ORD00417,CUST0549,2025-01-08 13:15:12,DELIVERED,SOUTH
ORD00418,CUST0295,2025-03-14 05:49:17,CANCELLED,EAST
ORD00419,CUST0078,2026-03-07 17:35:21,SHIPPED,WEST
ORD00420,CUST0322,2025-10-02 14:25:28,SHIPPED,CENTRAL
ORD00421,CUST0276,2025-05-22 23:20:56,SHIPPED,WEST
ORD00422,CUST0205,2025-07-02 10:07:59,SHIPPED,EAST
ORD00423,CUST0212,2025-06-28 00:44:17,SHIPPED,SOUTH
ORD00424,CUST0365,2025-05-02 03:58:05,PLACED,NORTH
ORD00425,CUST0081,2026-06-09 22:03:03,CANCELLED,CENTRAL
ORD00426,CUST0007,2026-02-25 13:48:21,PLACED,WEST
ORD00427,CUST0381,2026-04-28 02:04:49,DELIVERED,WEST
ORD00428,CUST0589,2025-08-02 09:23:41,CANCELLED,SOUTH
ORD00429,CUST0524,2025-08-06 16:32:54,CANCELLED,SOUTH
ORD00430,CUST0591,2025-04-10 14:40:40,PLACED,CENTRAL
ORD00431,CUST0434,2026-01-07 12:31:56,RETURNED,NORTH
ORD00432,CUST0515,2025-09-27 17:56:07,CANCELLED,SOUTH
ORD00433,CUST0469,2025-04-04 11:49:31,RETURNED,WEST
ORD00434,CUST0324,2026-06-20 07:48:57,PLACED,NORTH
ORD00435,CUST0216,2025-10-22 17:03:02,RETURNED,NORTH
ORD00436,CUST0334,2025-10-08 20:45:21,RETURNED,EAST
ORD00437,CUST0192,2026-03-03 01:57:46,DELIVERED,SOUTH
ORD00438,CUST0276,2026-01-02 02:30:51,RETURNED,EAST
ORD00439,CUST0375,2025-05-23 20:23:57,CANCELLED,WEST
ORD00440,CUST0216,2025-11-22 12:27:31,DELIVERED,EAST
ORD00441,CUST0411,2025-08-06 04:40:20,CANCELLED,SOUTH
ORD00442,CUST0586,2025-04-12 20:36:40,RETURNED,SOUTH
ORD00443,CUST0103,2026-07-14 20:58:26,DELIVERED,SOUTH
ORD00444,CUST0569,2025-12-02 17:08:29,CANCELLED,SOUTH
ORD00445,CUST0150,2026-07-28 15:25:15,SHIPPED,WEST
ORD00446,CUST0010,2025-05-18 04:11:53,CANCELLED,WEST
ORD00447,CUST0138,2026-05-05 20:12:18,RETURNED,CENTRAL
ORD00448,CUST0324,2026-01-13 23:15:28,DELIVERED,EAST
ORD00449,CUST0576,2026-03-18 01:12:09,PLACED,WEST
ORD00450,CUST0102,2026-06-21 08:39:28,SHIPPED,NORTH
ORD00451,CUST0221,2025-07-17 12:18:11,CANCELLED,NORTH
ORD00452,CUST0461,2025-09-17 22:27:00,DELIVERED,EAST
ORD00453,CUST0369,2026-03-12 05:40:54,RETURNED,EAST
ORD00454,CUST0353,2025-01-16 09:45:26,CANCELLED,NORTH
ORD00455,CUST0360,2026-06-12 20:23:54,RETURNED,SOUTH
ORD00456,CUST0591,2026-03-24 07:27:02,RETURNED,SOUTH
ORD00457,CUST0292,2025-10-03 19:42:44,DELIVERED,CENTRAL
ORD00458,CUST0500,2026-07-27 01:50:34,CANCELLED,NORTH
ORD00459,CUST0391,2026-04-22 15:31:18,DELIVERED,WEST
ORD00460,CUST0149,2025-05-11 03:50:03,DELIVERED,WEST
ORD00461,CUST0586,2025-11-11 09:30:37,PLACED,NORTH
ORD00462,CUST0166,2025-09-24 21:38:36,SHIPPED,EAST
ORD00463,CUST0325,2026-05-23 05:02:47,DELIVERED,EAST
ORD00464,CUST0405,2025-07-30 16:25:51,CANCELLED,EAST
ORD00465,CUST0534,2025-12-16 17:59:20,CANCELLED,SOUTH
ORD00466,CUST0189,2025-01-18 22:38:08,SHIPPED,SOUTH
ORD00467,CUST0258,2026-06-29 05:56:14,PLACED,SOUTH
ORD00468,CUST0171,2025-11-05 09:27:58,PLACED,NORTH
ORD00469,CUST0066,2026-01-03 12:49:21,RETURNED,NORTH
ORD00470,CUST0027,2025-11-05 08:50:59,RETURNED,NORTH
ORD00471,CUST0107,2025-07-23 20:27:53,RETURNED,SOUTH
ORD00472,CUST0087,2026-05-24 14:57:56,CANCELLED,EAST
ORD00473,CUST0235,2025-07-12 03:48:19,DELIVERED,WEST
ORD00474,CUST0130,2025-04-12 23:10:57,RETURNED,SOUTH
ORD00475,CUST0030,2025-01-28 07:20:10,DELIVERED,EAST
ORD00476,CUST0488,2025-12-29 21:07:03,RETURNED,EAST
ORD00477,CUST0562,2025-12-12 12:30:38,SHIPPED,CENTRAL
ORD00478,CUST0182,2026-04-04 21:53:12,RETURNED,WEST
ORD00479,CUST0578,2025-12-04 20:33:57,RETURNED,CENTRAL
ORD00480,CUST0318,2025-09-27 15:41:10,CANCELLED,CENTRAL
ORD00481,CUST0233,2025-03-11 13:24:28,CANCELLED,EAST
ORD00482,CUST0375,2025-11-17 04:02:09,DELIVERED,SOUTH
ORD00483,CUST0311,2025-01-09 04:46:29,PLACED,CENTRAL
ORD00484,CUST0140,2025-09-25 02:28:46,DELIVERED,WEST
ORD00485,CUST0548,2025-01-07 11:02:31,CANCELLED,WEST
ORD00486,CUST0307,2025-01-08 02:14:38,CANCELLED,EAST
ORD00487,CUST0237,2025-01-06 14:33:10,RETURNED,EAST
ORD00488,CUST0194,2025-11-16 19:18:46,RETURNED,WEST
ORD00489,CUST0405,2025-07-14 02:24:04,SHIPPED,WEST
ORD00490,CUST0388,2025-06-21 08:08:27,DELIVERED,NORTH
ORD00491,CUST0433,2026-05-01 16:51:57,SHIPPED,CENTRAL
ORD00492,CUST0279,2025-08-10 02:45:40,RETURNED,EAST
ORD00493,CUST0423,2025-05-27 00:35:08,PLACED,SOUTH
ORD00494,CUST0140,2025-08-13 22:26:51,PLACED,WEST
ORD00495,CUST0464,2025-07-31 08:56:52,RETURNED,WEST
ORD00496,CUST0193,2025-09-07 01:13:56,PLACED,SOUTH
ORD00497,CUST0051,2026-02-20 12:34:39,PLACED,SOUTH
ORD00498,CUST0105,2025-08-08 02:59:46,DELIVERED,SOUTH
ORD00499,CUST0449,2026-07-19 18:15:29,PLACED,SOUTH
ORD00500,CUST0093,2025-04-28 00:56:51,PLACED,WEST
ORD00501,CUST0223,2025-09-23 13:43:03,CANCELLED,EAST
ORD00502,CUST0511,2025-10-16 11:20:36,CANCELLED,NORTH
ORD00503,CUST0339,2025-03-04 07:28:00,SHIPPED,NORTH
ORD00504,CUST0273,2025-11-01 19:16:19,PLACED,CENTRAL
ORD00505,CUST0482,2025-05-22 01:20:20,SHIPPED,EAST
ORD00506,CUST0391,2025-01-10 19:10:11,PLACED,SOUTH
ORD00507,CUST0395,2025-12-11 01:23:25,SHIPPED,NORTH
ORD00508,CUST0204,2025-12-24 22:34:48,PLACED,CENTRAL
ORD00509,CUST0214,2026-01-03 06:06:25,CANCELLED,EAST
ORD00510,CUST0331,2025-05-04 04:43:53,PLACED,CENTRAL
ORD00511,CUST0534,2025-04-05 20:52:58,DELIVERED,WEST
ORD00512,CUST0306,2025-06-04 08:28:37,DELIVERED,NORTH
ORD00513,CUST0224,2025-03-29 17:08:20,SHIPPED,WEST
ORD00514,CUST0333,2025-01-12 16:52:56,SHIPPED,EAST
ORD00515,CUST0599,2025-04-03 22:25:48,CANCELLED,SOUTH
ORD00516,CUST0010,2025-02-02 14:48:47,RETURNED,WEST
ORD00517,CUST0159,2025-10-16 11:22:22,PLACED,SOUTH
ORD00518,CUST0162,2026-01-24 07:10:10,PLACED,CENTRAL
ORD00519,CUST0347,2026-05-01 13:18:40,PLACED,NORTH
ORD00520,CUST0365,2026-05-16 15:44:49,SHIPPED,CENTRAL
ORD00521,CUST0110,2025-04-08 17:35:37,CANCELLED,SOUTH
ORD00522,CUST0325,2026-03-10 16:24:23,DELIVERED,WEST
ORD00523,CUST0198,2025-01-17 14:02:44,CANCELLED,EAST
ORD00524,CUST0138,2025-07-14 17:18:59,PLACED,WEST
ORD00525,CUST0449,2026-03-11 04:58:38,DELIVERED,CENTRAL
ORD00526,CUST0502,2025-05-28 09:40:40,RETURNED,SOUTH
ORD00527,CUST0557,2025-09-28 00:56:21,DELIVERED,WEST
ORD00528,CUST0282,2026-04-11 00:12:10,RETURNED,SOUTH
ORD00529,CUST0071,2026-02-17 13:07:09,SHIPPED,WEST
ORD00530,CUST0303,2025-07-24 13:11:10,RETURNED,EAST
ORD00531,CUST0465,2025-01-01 13:25:06,RETURNED,WEST
ORD00532,CUST0190,2025-01-15 12:57:48,RETURNED,EAST
ORD00533,CUST0245,2025-09-07 02:10:16,PLACED,CENTRAL
ORD00534,CUST0397,2025-05-28 11:25:23,RETURNED,WEST
ORD00535,CUST0565,2025-04-30 17:13:10,RETURNED,EAST
ORD00536,CUST0331,2025-11-15 07:18:36,DELIVERED,NORTH
ORD00537,CUST0099,2026-02-11 09:09:53,PLACED,NORTH
ORD00538,CUST0133,2025-05-19 18:04:06,PLACED,SOUTH
ORD00539,CUST0110,2026-01-12 23:57:28,SHIPPED,NORTH
ORD00540,CUST0033,2026-03-20 12:26:18,CANCELLED,WEST
ORD00541,CUST0539,2026-04-30 15:39:10,RETURNED,EAST
ORD00542,CUST0051,2025-10-12 13:20:02,SHIPPED,CENTRAL
ORD00543,CUST0073,2025-01-11 03:56:33,SHIPPED,WEST
ORD00544,CUST0082,2025-12-30 13:15:17,PLACED,EAST
ORD00545,CUST0572,2025-11-20 01:55:46,DELIVERED,NORTH
ORD00546,CUST0273,2026-02-15 21:39:47,PLACED,NORTH
ORD00547,CUST0312,2025-03-02 12:49:14,SHIPPED,CENTRAL
ORD00548,CUST0100,2025-03-20 14:58:22,SHIPPED,CENTRAL
ORD00549,CUST0395,2025-05-28 03:47:53,SHIPPED,CENTRAL
ORD00550,CUST0255,2026-03-19 18:05:09,SHIPPED,CENTRAL
ORD00551,CUST0572,2025-11-19 11:36:06,PLACED,CENTRAL
ORD00552,CUST0367,2026-06-08 21:27:09,CANCELLED,WEST
ORD00553,CUST0107,2025-05-10 13:33:03,SHIPPED,CENTRAL
ORD00554,CUST0412,2026-01-28 00:09:19,DELIVERED,SOUTH
ORD00555,CUST0547,2026-04-11 23:14:23,CANCELLED,EAST
ORD00556,CUST0323,2026-03-04 06:15:33,DELIVERED,EAST
ORD00557,CUST0423,2026-05-07 20:27:52,CANCELLED,EAST
ORD00558,CUST0247,2026-03-14 09:46:41,RETURNED,SOUTH
ORD00559,CUST0385,2026-03-04 09:11:34,DELIVERED,EAST
ORD00560,CUST0464,2025-12-14 14:00:02,CANCELLED,NORTH
ORD00561,CUST0036,2025-08-09 23:07:55,RETURNED,NORTH
ORD00562,CUST0531,2025-04-15 22:10:48,DELIVERED,NORTH
ORD00563,CUST0308,2025-06-22 08:16:04,SHIPPED,EAST
ORD00564,CUST0023,2026-06-20 17:17:50,DELIVERED,CENTRAL
ORD00565,CUST0524,2026-03-09 02:36:50,RETURNED,CENTRAL
ORD00566,CUST0159,2025-03-15 05:38:22,PLACED,WEST
ORD00567,CUST0365,2025-05-02 06:02:50,SHIPPED,EAST
ORD00568,CUST0376,2026-03-29 04:10:08,SHIPPED,SOUTH
ORD00569,CUST0263,2025-08-22 06:02:35,PLACED,CENTRAL
ORD00570,CUST0410,2026-03-19 00:08:21,SHIPPED,NORTH
ORD00571,CUST0333,2026-01-10 19:04:13,SHIPPED,WEST
ORD00572,CUST0591,2025-03-16 01:42:53,RETURNED,EAST
ORD00573,CUST0039,2026-07-22 14:54:03,RETURNED,WEST
ORD00574,CUST0081,2025-02-13 10:28:29,DELIVERED,EAST
ORD00575,CUST0445,2025-11-20 12:31:38,PLACED,SOUTH
ORD00576,CUST0012,2026-05-08 08:30:43,CANCELLED,NORTH
ORD00577,CUST0313,2026-02-12 07:12:51,PLACED,EAST
ORD00578,CUST0553,2026-03-15 18:44:22,SHIPPED,EAST
ORD00579,CUST0515,2026-06-26 23:21:01,SHIPPED,SOUTH
ORD00580,CUST0052,2026-06-08 05:28:15,CANCELLED,WEST
ORD00581,CUST0590,2026-01-28 00:50:13,PLACED,SOUTH
ORD00582,CUST0443,2025-08-14 01:56:49,CANCELLED,SOUTH
ORD00583,CUST0136,2025-09-19 02:37:44,PLACED,WEST
ORD00584,CUST0586,2025-02-08 07:13:31,RETURNED,WEST
ORD00585,CUST0269,2025-03-08 01:59:14,CANCELLED,CENTRAL
ORD00586,CUST0445,2026-06-27 01:14:57,SHIPPED,SOUTH
ORD00587,CUST0493,2026-03-11 10:02:11,SHIPPED,WEST
ORD00588,CUST0405,2026-05-22 14:47:31,RETURNED,SOUTH
ORD00589,CUST0575,2026-04-24 11:00:47,RETURNED,SOUTH
ORD00590,CUST0249,2025-02-25 15:32:26,DELIVERED,WEST
ORD00591,CUST0332,2026-06-16 20:26:27,RETURNED,NORTH
ORD00592,CUST0116,2026-06-06 18:16:55,CANCELLED,WEST
ORD00593,CUST0375,2025-09-28 12:55:44,SHIPPED,EAST
ORD00594,CUST0353,2026-04-07 06:40:20,PLACED,EAST
ORD00595,CUST0174,2025-09-29 15:11:10,RETURNED,WEST
ORD00596,CUST0150,2025-12-09 02:50:00,PLACED,SOUTH
ORD00597,CUST0205,2026-06-17 08:01:19,DELIVERED,SOUTH
ORD00598,CUST0088,2025-03-29 06:45:39,PLACED,SOUTH
ORD00599,CUST0152,2025-08-12 10:50:19,PLACED,EAST
ORD00600,CUST0114,2025-08-25 23:48:45,CANCELLED,WEST
ORD00601,CUST0024,2025-09-15 18:37:49,SHIPPED,CENTRAL
ORD00602,CUST0217,2025-06-08 07:07:57,RETURNED,CENTRAL
ORD00603,CUST0265,2026-03-03 06:22:28,CANCELLED,CENTRAL
ORD00604,CUST0145,2026-06-24 21:03:54,PLACED,WEST
ORD00605,CUST0597,2026-05-31 09:03:53,RETURNED,NORTH
ORD00606,CUST0262,2025-05-13 06:59:18,PLACED,EAST
ORD00607,CUST0206,2026-06-26 00:11:54,RETURNED,EAST
ORD00608,CUST0055,2025-12-28 03:29:52,PLACED,NORTH
ORD00609,CUST0398,2026-05-28 22:14:30,DELIVERED,EAST
ORD00610,CUST0111,2025-01-15 19:38:44,DELIVERED,WEST
ORD00611,CUST0237,2025-10-23 16:47:05,RETURNED,NORTH
ORD00612,CUST0324,2026-01-12 10:45:26,RETURNED,CENTRAL
ORD00613,CUST0091,2025-05-25 19:04:19,SHIPPED,CENTRAL
ORD00614,CUST0469,2026-03-12 11:58:23,PLACED,NORTH
ORD00615,CUST0254,2026-02-16 05:01:03,DELIVERED,EAST
ORD00616,CUST0502,2025-11-02 13:30:14,SHIPPED,NORTH
ORD00617,CUST0356,2026-06-16 12:29:17,DELIVERED,EAST
ORD00618,CUST0310,2025-07-03 11:10:33,RETURNED,EAST
ORD00619,CUST0064,2026-05-02 01:36:54,DELIVERED,WEST
ORD00620,CUST0031,2026-03-08 00:49:09,DELIVERED,SOUTH
ORD00621,CUST0156,2025-09-23 11:21:20,CANCELLED,SOUTH
ORD00622,CUST0090,2026-07-21 22:07:46,CANCELLED,CENTRAL
ORD00623,CUST0233,2025-11-21 03:39:26,SHIPPED,CENTRAL
ORD00624,CUST0157,2025-11-28 05:53:01,DELIVERED,CENTRAL
ORD00625,CUST0338,2025-12-15 21:07:13,RETURNED,SOUTH
ORD00626,CUST0212,2026-05-22 18:58:18,SHIPPED,CENTRAL
ORD00627,CUST0555,2026-06-16 07:35:26,SHIPPED,SOUTH
ORD00628,CUST0317,2026-06-19 19:10:06,RETURNED,SOUTH
ORD00629,CUST0441,2025-04-23 17:50:12,RETURNED,SOUTH
ORD00630,CUST0326,2025-02-22 16:08:43,RETURNED,CENTRAL
ORD00631,CUST0122,2025-05-24 00:31:45,DELIVERED,SOUTH
ORD00632,CUST0031,2025-09-05 12:45:52,CANCELLED,WEST
ORD00633,CUST0311,2025-12-11 02:12:07,DELIVERED,SOUTH
ORD00634,CUST0193,2025-03-24 22:21:49,SHIPPED,SOUTH
ORD00635,CUST0027,2026-04-21 08:09:49,RETURNED,EAST
ORD00636,CUST0581,2026-04-21 15:15:19,SHIPPED,CENTRAL
ORD00637,CUST0238,2025-06-29 08:31:07,PLACED,EAST
ORD00638,CUST0082,2026-06-19 11:52:59,CANCELLED,SOUTH
ORD00639,CUST0515,2026-04-15 16:38:39,CANCELLED,EAST
ORD00640,CUST0189,2025-10-28 22:46:59,CANCELLED,WEST
ORD00641,CUST0141,2025-05-08 05:11:57,SHIPPED,SOUTH
ORD00642,CUST0034,2025-11-14 08:39:14,PLACED,EAST
ORD00643,CUST0423,2025-06-22 20:42:40,SHIPPED,SOUTH
ORD00644,CUST0068,2025-05-18 12:58:36,CANCELLED,CENTRAL
ORD00645,CUST0502,2026-06-19 06:41:24,DELIVERED,WEST
ORD00646,CUST0253,2025-11-29 02:12:56,CANCELLED,NORTH
ORD00647,CUST0390,2026-07-14 09:31:05,DELIVERED,WEST
ORD00648,CUST0586,2026-04-07 05:20:32,RETURNED,CENTRAL
ORD00649,CUST0040,2026-02-09 09:36:09,PLACED,WEST
ORD00650,CUST0468,2025-02-02 22:41:23,SHIPPED,CENTRAL
ORD00651,CUST0551,2025-11-04 06:43:37,PLACED,CENTRAL
ORD00652,CUST0397,2026-02-05 21:17:55,PLACED,SOUTH
ORD00653,CUST0299,2025-12-08 09:52:41,CANCELLED,EAST
ORD00654,CUST0293,2025-12-25 08:08:04,SHIPPED,WEST
ORD00655,CUST0302,2026-04-22 05:39:04,PLACED,CENTRAL
ORD00656,CUST0146,2025-12-27 01:44:16,CANCELLED,NORTH
ORD00657,CUST0513,2025-03-29 21:40:16,SHIPPED,CENTRAL
ORD00658,CUST0560,2025-04-16 02:17:57,CANCELLED,WEST
ORD00659,CUST0332,2025-12-17 05:07:17,PLACED,SOUTH
ORD00660,CUST0465,2026-04-04 12:16:40,SHIPPED,WEST
ORD00661,CUST0093,2025-07-14 05:52:18,DELIVERED,SOUTH
ORD00662,CUST0127,2025-03-12 19:55:40,PLACED,WEST
ORD00663,CUST0372,2025-03-08 06:13:45,RETURNED,WEST
ORD00664,CUST0524,2026-04-21 09:51:32,SHIPPED,WEST
ORD00665,CUST0564,2025-10-23 15:01:44,PLACED,SOUTH
ORD00666,CUST0344,2026-03-16 05:31:37,SHIPPED,SOUTH
ORD00667,CUST0149,2025-05-19 22:19:05,PLACED,WEST
ORD00668,CUST0316,2025-08-29 09:50:21,CANCELLED,EAST
ORD00669,CUST0186,2025-04-02 07:21:53,SHIPPED,SOUTH
ORD00670,CUST0004,2026-04-29 13:21:56,DELIVERED,NORTH
ORD00671,CUST0470,2026-01-22 12:27:03,CANCELLED,CENTRAL
ORD00672,CUST0006,2026-04-18 05:38:30,CANCELLED,SOUTH
ORD00673,CUST0223,2026-04-03 09:11:21,CANCELLED,WEST
ORD00674,CUST0420,2025-12-10 05:09:13,PLACED,CENTRAL
ORD00675,CUST0007,2025-07-10 01:47:02,RETURNED,EAST
ORD00676,CUST0571,2025-06-11 06:38:43,PLACED,SOUTH
ORD00677,CUST0152,2025-02-12 18:27:58,DELIVERED,NORTH
ORD00678,CUST0149,2025-01-26 04:34:40,RETURNED,CENTRAL
ORD00679,CUST0306,2025-09-15 04:21:28,PLACED,NORTH
ORD00680,CUST0112,2025-11-20 20:38:25,SHIPPED,SOUTH
ORD00681,CUST0292,2026-04-20 15:32:19,RETURNED,CENTRAL
ORD00682,CUST0576,2025-05-18 19:20:05,CANCELLED,CENTRAL
ORD00683,CUST0369,2025-01-28 20:06:24,PLACED,EAST
ORD00684,CUST0331,2025-10-14 06:37:55,CANCELLED,NORTH
ORD00685,CUST0438,2026-03-04 13:31:29,PLACED,EAST
ORD00686,CUST0483,2025-04-15 12:06:55,PLACED,EAST
ORD00687,CUST0338,2026-02-14 08:58:30,CANCELLED,CENTRAL
ORD00688,CUST0215,2026-06-25 11:12:07,SHIPPED,CENTRAL
ORD00689,CUST0060,2025-03-26 21:32:28,RETURNED,CENTRAL
ORD00690,CUST0090,2026-01-11 16:07:53,RETURNED,EAST
ORD00691,CUST0438,2026-04-18 21:41:09,DELIVERED,EAST
ORD00692,CUST0539,2026-03-23 17:26:12,RETURNED,EAST
ORD00693,CUST0133,2026-04-23 03:11:42,RETURNED,WEST
ORD00694,CUST0533,2026-07-21 08:59:19,CANCELLED,WEST
ORD00695,CUST0185,2026-04-19 08:08:48,SHIPPED,EAST
ORD00696,CUST0199,2025-01-02 05:28:13,PLACED,NORTH
ORD00697,CUST0477,2026-05-01 19:25:59,PLACED,SOUTH
ORD00698,CUST0425,2025-11-18 14:17:10,PLACED,EAST
ORD00699,CUST0359,2026-03-12 06:54:07,SHIPPED,NORTH
ORD00700,CUST0207,2026-06-20 22:51:01,DELIVERED,EAST
ORD00701,CUST0070,2025-08-28 01:17:46,DELIVERED,CENTRAL
ORD00702,CUST0564,2025-09-09 14:22:40,PLACED,NORTH
ORD00703,CUST0342,2025-09-23 03:26:28,CANCELLED,CENTRAL
ORD00704,CUST0030,2025-05-17 09:57:48,SHIPPED,EAST
ORD00705,CUST0347,2026-06-07 07:48:16,CANCELLED,WEST
ORD00706,CUST0037,2026-05-17 11:49:47,SHIPPED,WEST
ORD00707,CUST0160,2026-05-03 03:51:52,CANCELLED,CENTRAL
ORD00708,CUST0344,2025-12-26 05:04:01,CANCELLED,NORTH
ORD00709,CUST0534,2025-08-21 12:10:18,RETURNED,EAST
ORD00710,CUST0569,2026-02-21 05:37:45,PLACED,SOUTH
ORD00711,CUST0592,2026-06-17 10:31:16,DELIVERED,EAST
ORD00712,CUST0068,2025-04-26 23:14:42,DELIVERED,NORTH
ORD00713,CUST0348,2025-10-19 10:59:42,RETURNED,SOUTH
ORD00714,CUST0585,2026-04-16 10:51:46,CANCELLED,SOUTH
ORD00715,CUST0120,2025-08-28 10:46:55,DELIVERED,NORTH
ORD00716,CUST0279,2025-11-18 11:05:16,PLACED,WEST
ORD00717,CUST0244,2025-10-16 14:49:11,CANCELLED,EAST
ORD00718,CUST0222,2026-02-12 20:34:52,DELIVERED,SOUTH
ORD00719,CUST0115,2025-10-18 15:53:09,PLACED,SOUTH
ORD00720,CUST0095,2025-12-11 16:32:55,RETURNED,NORTH
ORD00721,CUST0495,2026-01-24 09:41:16,SHIPPED,SOUTH
ORD00722,CUST0349,2026-01-11 12:34:12,RETURNED,EAST
ORD00723,CUST0336,2025-04-22 07:12:47,PLACED,CENTRAL
ORD00724,CUST0136,2025-06-09 08:57:53,PLACED,WEST
ORD00725,CUST0397,2026-07-09 07:54:38,RETURNED,NORTH
ORD00726,CUST0005,2025-08-30 13:06:42,PLACED,CENTRAL
ORD00727,CUST0090,2025-09-16 20:58:16,CANCELLED,NORTH
ORD00728,CUST0106,2026-02-09 08:16:18,DELIVERED,NORTH
ORD00729,CUST0592,2025-08-31 10:45:55,SHIPPED,EAST
ORD00730,CUST0206,2025-05-30 13:18:39,DELIVERED,EAST
ORD00731,CUST0546,2025-09-05 21:22:59,CANCELLED,NORTH
ORD00732,CUST0280,2025-04-26 23:32:24,SHIPPED,EAST
ORD00733,CUST0118,2025-01-12 20:24:20,RETURNED,CENTRAL
ORD00734,CUST0527,2025-03-21 12:24:49,SHIPPED,CENTRAL
ORD00735,CUST0359,2026-03-03 16:55:05,DELIVERED,EAST
ORD00736,CUST0145,2026-07-02 02:06:16,DELIVERED,CENTRAL
ORD00737,CUST0251,2025-05-14 00:47:49,PLACED,EAST
ORD00738,CUST0347,2026-02-24 21:05:15,CANCELLED,NORTH
ORD00739,CUST0134,2025-01-23 12:27:46,CANCELLED,NORTH
ORD00740,CUST0109,2025-10-25 22:48:56,PLACED,NORTH
ORD00741,CUST0437,2025-11-01 09:51:28,SHIPPED,CENTRAL
ORD00742,CUST0457,2026-04-24 16:57:02,DELIVERED,EAST
ORD00743,CUST0341,2025-06-03 21:43:49,RETURNED,NORTH
ORD00744,CUST0477,2026-03-18 00:21:35,SHIPPED,NORTH
ORD00745,CUST0480,2025-03-17 13:06:49,CANCELLED,EAST
ORD00746,CUST0477,2026-01-01 11:36:39,SHIPPED,SOUTH
ORD00747,CUST0148,2026-04-25 04:38:02,DELIVERED,EAST
ORD00748,CUST0402,2025-05-23 09:56:56,DELIVERED,EAST
ORD00749,CUST0465,2026-01-14 15:47:03,PLACED,NORTH
ORD00750,CUST0487,2025-03-29 16:22:02,DELIVERED,WEST
ORD00751,CUST0473,2025-05-13 15:58:17,DELIVERED,EAST
ORD00752,CUST0589,2025-04-09 22:47:46,RETURNED,NORTH
ORD00753,CUST0416,2026-07-09 19:00:55,PLACED,EAST
ORD00754,CUST0570,2026-05-20 10:39:06,PLACED,EAST
ORD00755,CUST0546,2025-12-25 01:11:38,CANCELLED,CENTRAL
ORD00756,CUST0424,2025-07-05 07:21:56,RETURNED,SOUTH
ORD00757,CUST0562,2025-05-04 12:21:10,CANCELLED,WEST
ORD00758,CUST0068,2025-09-22 15:22:20,SHIPPED,CENTRAL
ORD00759,CUST0442,2025-12-05 03:34:52,RETURNED,EAST
ORD00760,CUST0558,2026-06-24 03:34:47,SHIPPED,SOUTH
ORD00761,CUST0080,2026-07-29 06:48:02,RETURNED,WEST
ORD00762,CUST0118,2026-04-05 22:43:15,RETURNED,WEST
ORD00763,CUST0334,2026-03-08 03:35:05,PLACED,WEST
ORD00764,CUST0181,2025-08-28 06:12:07,CANCELLED,NORTH
ORD00765,CUST0112,2026-06-17 10:48:28,RETURNED,WEST
ORD00766,CUST0336,2026-01-19 22:19:45,PLACED,NORTH
ORD00767,CUST0223,2025-04-18 21:35:44,RETURNED,NORTH
ORD00768,CUST0151,2026-05-29 07:43:19,SHIPPED,WEST
ORD00769,CUST0545,2025-08-15 10:00:52,CANCELLED,CENTRAL
ORD00770,CUST0592,2025-12-14 07:39:44,SHIPPED,SOUTH
ORD00771,CUST0325,2025-08-21 19:28:17,RETURNED,EAST
