product_id,product_name,category,subcategory,cost_price
PROD0472,Bedsheet 16,Home,Home & Living,39485.57
PROD0473,Bedsheet 17,Home,Home & Living,31465.68
PROD0474,Bedsheet 18,Home,Home & Living,20830.06
PROD0475,Bedsheet 19,Home,Home & Living,4213.15
PROD0476,Bedsheet 20,Home,Home & Living,30840.75
PROD0477,Bedsheet 21,Home,Home & Living,15564.35
PROD0478,Bedsheet 22,Home,Home & Living,10239.55
PROD0479,Bedsheet 23,Home,Home & Living,26865.87
PROD0480,Bedsheet 24,Home,Home & Living,31751.28
PROD0481,Curtains 1,Home,Home & Living,34084.68
PROD0482,Curtains 2,Home,Home & Living,34963.93
PROD0483,Curtains 3,Home,Home & Living,42338.76
PROD0484,Curtains 4,Home,Home & Living,4402.02
PROD0485,Curtains 5,Home,Home & Living,22723.25
PROD0486,Curtains 6,Home,Home & Living,15533.57
PROD0487,Curtains 7,Home,Home & Living,37058.84
PROD0488,Curtains 8,Home,Home & Living,35424.24
PROD0489,Curtains 9,Home,Home & Living,8275.25
PROD0490,Curtains 10,Home,Home & Living,26197.97
PROD0491,Curtains 11,Home,Home & Living,36066.2
PROD0492,Curtains 12,Home,Home & Living,6433.84
PROD0493,Curtains 13,Home,Home & Living,13511.35
PROD0494,Curtains 14,Home,Home & Living,38594.37
PROD0495,Curtains 15,Home,Home & Living,40374.68
PROD0496,Curtains 16,Home,Home & Living,3287.21
PROD0497,Curtains 17,Home,Home & Living,28874.92
PROD0498,Curtains 18,Home,Home & Living,22814.37
PROD0499,Curtains 19,Home,Home & Living,25030.54
PROD0500,Curtains 20,Home,Home & Living,18447.62
PROD0501,Curtains 21,Home,Home & Living,5234.96
PROD0502,Curtains 22,Home,Home & Living,36166.64
PROD0503,Curtains 23,Home,Home & Living,25490.36
PROD0504,Curtains 24,Home,Home & Living,43160.13
PROD0505,Storage Box 1,Home,Home & Living,23641.05
PROD0506,Storage Box 2,Home,Home & Living,7589.22
PROD0507,Storage Box 3,Home,Home & Living,42888.51
PROD0508,Storage Box 4,Home,Home & Living,45705.99
PROD0509,Storage Box 5,Home,Home & Living,21026.53
PROD0510,Storage Box 6,Home,Home & Living,20871.2
PROD0511,Storage Box 7,Home,Home & Living,13635.77
PROD0512,Storage Box 8,Home,Home & Living,18703.13
PROD0513,Storage Box 9,Home,Home & Living,45106.86
PROD0514,Storage Box 10,Home,Home & Living,40236.47
PROD0515,Storage Box 11,Home,Home & Living,47708.56
PROD0516,Storage Box 12,Home,Home & Living,23308.2
PROD0517,Storage Box 13,Home,Home & Living,42257.84
PROD0518,Storage Box 14,Home,Home & Living,27699.26
PROD0519,Storage Box 15,Home,Home & Living,10113.49
PROD0520,Storage Box 16,Home,Home & Living,15265.07
PROD0521,Storage Box 17,Home,Home & Living,23249.94
PROD0522,Storage Box 18,Home,Home & Living,24718.7
PROD0523,Storage Box 19,Home,Home & Living,9851.58
PROD0524,Storage Box 20,Home,Home & Living,38048.06
PROD0525,Storage Box 21,Home,Home & Living,418.26
PROD0526,Storage Box 22,Home,Home & Living,11726.59
PROD0527,Storage Box 23,Home,Home & Living,41994.74
PROD0528,Storage Box 24,Home,Home & Living,47554.41
PROD0529,Novel 1,Books,Books & Education,32899.46
PROD0530,Novel 2,Books,Books & Education,36388.03
PROD0531,Novel 3,Books,Books & Education,26537.74
PROD0532,Novel 4,Books,Books & Education,24652.24
PROD0533,Novel 5,Books,Books & Education,49848.27
PROD0534,Novel 6,Books,Books & Education,4742.03
PROD0535,Novel 7,Books,Books & Education,44874.64
PROD0536,Novel 8,Books,Books & Education,35072.26
PROD0537,Novel 9,Books,Books & Education,48730.28
PROD0538,Novel 10,Books,Books & Education,4869.29
PROD0539,Novel 11,Books,Books & Education,41016.15
PROD0540,Novel 12,Books,Books & Education,28434.25
PROD0541,Novel 13,Books,Books & Education,48214.49
PROD0542,Novel 14,Books,Books & Education,13123.45
PROD0543,Novel 15,Books,Books & Education,40060.76
PROD0544,Novel 16,Books,Books & Education,36794.11
PROD0545,Novel 17,Books,Books & Education,13670.6
PROD0546,Novel 18,Books,Books & Education,10215.36
PROD0547,Novel 19,Books,Books & Education,29276.93
PROD0548,Novel 20,Books,Books & Education,8302.31
PROD0549,Novel 21,Books,Books & Education,20384.98
PROD0550,Novel 22,Books,Books & Education,48235.27
PROD0551,Novel 23,Books,Books & Education,15484.56
PROD0552,Novel 24,Books,Books & Education,6083.69
PROD0553,Programming Book 1,Books,Books & Education,34334.14
PROD0554,Programming Book 2,Books,Books & Education,34874.21
PROD0555,Programming Book 3,Books,Books & Education,41812.65
PROD0556,Programming Book 4,Books,Books & Education,4651.52
PROD0557,Programming Book 5,Books,Books & Education,17851.56
PROD0558,Programming Book 6,Books,Books & Education,33891.45
PROD0559,Programming Book 7,Books,Books & Education,49534.76
PROD0560,Programming Book 8,Books,Books & Education,20279.17
PROD0561,Programming Book 9,Books,Books & Education,37429.11
PROD0562,Programming Book 10,Books,Books & Education,23155.96
PROD0563,Programming Book 11,Books,Books & Education,7075.67
PROD0564,Programming Book 12,Books,Books & Education,41535.58
PROD0565,Programming Book 13,Books,Books & Education,6622.69
PROD0566,Programming Book 14,Books,Books & Education,18674.76
PROD0567,Programming Book 15,Books,Books & Education,32269.78
PROD0568,Programming Book 16,Books,Books & Education,13015.15
PROD0569,Programming Book 17,Books,Books & Education,1187.83
PROD0570,Programming Book 18,Books,Books & Education,45134.55
PROD0571,Programming Book 19,Books,Books & Education,6526.7
PROD0572,Programming Book 20,Books,Books & Education,41484.87
PROD0573,Programming Book 21,Books,Books & Education,2230.55
PROD0574,Programming Book 22,Books,Books & Education,8482.66
PROD0575,Programming Book 23,Books,Books & Education,41102.1
PROD0576,Programming Book 24,Books,Books & Education,1571.17
PROD0577,Data Science Book 1,Books,Books & Education,8723.08
PROD0578,Data Science Book 2,Books,Books & Education,9438.84
PROD0579,Data Science Book 3,Books,Books & Education,44182.85
PROD0580,Data Science Book 4,Books,Books & Education,30996.91
PROD0581,Data Science Book 5,Books,Books & Education,14825.75
PROD0582,Data Science Book 6,Books,Books & Education,27579.36
PROD0583,Data Science Book 7,Books,Books & Education,14060.82
PROD0584,Data Science Book 8,Books,Books & Education,10052.94
PROD0585,Data Science Book 9,Books,Books & Education,26338.12
PROD0586,Data Science Book 10,Books,Books & Education,40128.19
PROD0587,Data Science Book 11,Books,Books & Education,49471.24
PROD0588,Data Science Book 12,Books,Books & Education,18019.69
PROD0589,Data Science Book 13,Books,Books & Education,24285.51
PROD0590,Data Science Book 14,Books,Books & Education,25169.42
PROD0591,Data Science Book 15,Books,Books & Education,9072.81
PROD0592,Data Science Book 16,Books,Books & Education,11029.11
PROD0593,Data Science Book 17,Books,Books & Education,38949.06
PROD0594,Data Science Book 18,Books,Books & Education,49577.41
PROD0595,Data Science Book 19,Books,Books & Education,38365.42
PROD0596,Data Science Book 20,Books,Books & Education,48701.6
PROD0597,Data Science Book 21,Books,Books & Education,32877.53
PROD0598,Data Science Book 22,Books,Books & Education,40832.63
PROD0599,Data Science Book 23,Books,Books & Education,2889.84
PROD0600,Data Science Book 24,Books,Books & Education,11048.64
